Page,Title,Type,Location,Size,Price,Links,Description
6,Apartment 190 M for sale At New Cairo At The Icon Residence,Apartments,New Cairo,190 M²,"2,470,000EGP",https://aqarmap.com.eg/en/listing/2606320-projects-the-icon-residence,"The Icon Residence Compound, one of the most famous urban real estate projects in the Fifth Settlement, is characterized by having different architectural designs with all the services necessary for living and providing luxury and privacy within it.Details about Icon Residence CompoundStyle Home Real Estate is the executing company of The Icon Residence in the heart of the Fifth Settlement, and it is one of the best real estate development and construction companies in Egypt.The company was keen to mix the green color of the plantations with the blue color of the artificial lakes in a way that relaxes the eyes and nerves of the residents. The project consists of 282 residential units divided into spaces ranging from 155 to 340 square meters between apartments, duplexes, and penthouses.The Real Estate Developer of Icon Residence ComplexStyle Home Real Estate Company is one of the rapidly developing companies in the Egyptian real estate market. It has established nearly 16 buildings so far containing 500 residential units with a variety of use between residential and commercial.The company owns more than five projects in various parts of the country, as it moves between Cairo and other governorates such as Tanta.The company enhanced its position in the real estate market after launching Zuhour neighborhood project, which is being built on an area of ​​7000 square meters and contains more than 200 housing units within the city of Tanta.The company is keen to provide the highest quality standards in its real estate, with an interest in choosing the best locations for its projects.Previous Works of Style Home Real Estate-Royal Tanta House-Badr Administrative Complex-Feeling star flowers-Star flower complex-Sky City complex###Location of Icon Residence Gated CommunityThe Icon Residence compound is located in the center of New Cairo in the Fifth Settlement, two minutes from 90th Street and 3 minutes from the Ring Road.The compound is also located near the American University and a group of the most prestigious New Cairo compounds such as Katameya Dunes, Mivida and Hyde Park, and it has a distinct advantage as it is located minutes away from Cairo Suez Road, which makes it a few minutes away from the New Administrative Capital.Design of Icon Residence CompoundThe design of the compound is characterized by modernity and the exploitation of spaces internally, and green spaces and gardens are exploited with artificial lakes to provide an attractive view for the residents and preserve their privacy by spacing the units from each other.Types of Units in the Icon Residence Compound In the Icon Residence, you will find a clear diversity in the types of residential units, such as:-Apartments-Apartments with garden-Duplex apartments-Penthouse homesAreas of Units in the Icon Residence compound-Apartments with gardens start from 139 up to 210 square meters-Standard apartments without gardens start from 165 to 220 square meters-Duplex apartments are 329 square meters-The penthouse space starts from 200 to 285 square metersFeatures of the Icon Residence project-The Icon Residence Compound offers vast green spaces, artificial lakes, water bodies, and artificial fountains-For all party lovers, there are places for parties and barbecues inside the compound-To support the hobbies of adults and children, there are spaces designated for practicing different hobbiesServices of the Icon Residence in New Cairo -The largest chain of restaurants and cafes of the highest quality-A hypermarket that provides all services of food and drink to residents and from the best brands-A commercial mall that contains the finest international brands-International nurseries for children-Social clubs-A group of pharmacies and international hospitals -International schools-Dedicated walking and cycling routes-A large garage dedicated to parking the compound for residents-Around the clock security and guarding -Surveillance cameras with the highest technology to provide security and privacy-Generators guarantee the continuity of energy for the units of the compoundDesigns of the Icon Residence Fifth SettlementThe compound has unique architectural designs that combine luxury and attractiveness, maintaining a healthy environment and a pure atmosphere, the compound was designed on an area of ​​30,000 square meters with a waterfront of 200 square meters.And for everyone looking for greenery and a healthy atmosphere, you can find what you want in The Icon Residence, as the green spaces amount to 80% of the total area of ​​the project.Prices of Units of the Icon Residence Compound-The prices of apartments with gardens start from EGP 1,748,000 to EGP 2,710,500 -The prices of standard apartments start from EGP 1,897,500 to EGP 2,375,000 -As for the penthouse, its prices range between EGP 2,622,500 and EGP 3,631,500 Price Per Square Meter in the Icon Residence projectThe prices vary according to the type and area of ​​the housing unit that you will choose, but in general the price per square meter starts from EGP 10,800.Payment Systems in the Icon Residence complexThe developing company has made it possible to obtain the unit it wants without paying any down payment with installments up to 5 years, and the delivery of units starts from September 2021.Advantages of Residing in the Fifth SettlementIf you are looking for sophistication, luxury and privacy, then living in the Fifth Settlement in New Cairo is your destination. The weather in the Fifth Settlement is relatively moderate for Cairo, as it is slightly higher than the ground, which makes its atmosphere moderate in summer and slightly cold in winter.The Fifth Settlement is a healthy environment for you and your children as a result of the availability of social and sports clubs, which allows all residents to spend free time and enjoyable vacations with the availability of appropriate places to practice sports.In the Fifth Settlement, all the services you may need for comfortable accommodation and accommodation are available in the Fifth Settlement, as there are commercial malls, clubs, restaurants and cafes, in addition to schools, universities, nurseries and high-end hospitals.The Fifth Settlement is distinguished by the privileged location between Cairo and the New Administrative Capital, as it is in a privileged location on the Cairo-Suez Road, making it close to it.There is a great variety of residential units, designs and spaces, which offers consumers a highly competitive value in addition to obtaining the best real estate service possible. There is also very efficient network of transportation to the Fifth Settlement and its areas"
6,Commercial For Sale in 90th: Between Cairo Festival City and Mountain View Roundabout,Stores,"التسعين: بين كايرو فيستفال سيتي وصينية ماونتن فيو, شارع التسعين",93 M²,"17,000,000EGP",https://aqarmap.com.eg/en/listing/3061297-for-sale-cairo-new-cairo-shareaa-el-tesean-90th:-between-cairo-festival-city-and-mountain-view-roundabout,Commercial For Sale in 90th: Between Cairo Festival City and Mountain View Roundabout
6,شقق للبيع بسعر مميز في بيت الوطن,Apartments,التجمع الخامس بيت الوطن الحي التاني,172 M²,"1,190,000EGP",https://aqarmap.com.eg/en/listing/3061280-for-sale-cairo-new-cairo-bait-el-watan-second-neighborhood,"Apartment for sale in Bait Al Watan, the fifth districtSeparator street 50 metersPlot 29 between the second and fourth districtsmain street viewDistinctive and modern interfaces172 mFacilities for 84 monthsNear Al Ahly Club and the View zoneNear the Suez Road and the northern ninetyPrice includes garage and storedeliver 2024"
6,Commercial Without Finish For Sale in Takseam El Andlos,Commercial,"تقسيم الأندلس, القاهرة الجديدة - التجمع الخامس",45 M²,"2,200,000EGP",https://aqarmap.com.eg/en/listing/3060899-for-sale-cairo-new-cairo-el-andalus,Near the Southern 90th Street and the American Universitymain street viewDelivery 6/2022The highest population density area in New CairoServes more than 150 thousand peopleThe ability to preview the units on the ground
6,Office 53m for sale in compound kattameya gate with 7 years installments,Offices,Kattameya,53 M²,"1,484,000EGP",https://aqarmap.com.eg/en/listing/2920245-projects-kattameya-gate,"Description:Kattameya gate is one of the newest projects of Memaar Al Morshedy in a new addition to the attributes of the architecture market in Egypt, at which the company is constructing it over an area of 43,700 m2, Kattameya Gate provides the concept of perfectness in the elements of building and construction as it is a residential and commercial complex which is located in a unique location in Kattameya and was designed by one of the most talented designers VDP with the latest international design trends to make the complex provide 2 floors as a parking, a commercial ground floor, and 11 repeated floors with a total of 2,479 residential units that varies from 47 m up to 156 m.Kattameya Gate provides the concept of perfection in the elements of building and construction as it is a residential and commercial complex. It provides 2 floors of underground parking, commercial ground floor, and 11 repeated floors with a total of 330 Medical units & 577 Admin units that start from 50 m2.Developer:In 1983, Mohamad Morshedy established Memaar Al Morshedy Company with a clear business strategy to penetrate the real estate development industry. Mr. Al Morshedy employed a strong team of like-minded engineers, who later became known as Degla Real Estate Development, the mainstay of Mithaq Al Morshedy.In the early years, Memaar Al Morshedy launched several multi-family apartment buildings in the Maadi area. Each of these residences offered a unique style and design that has stood the test of time.Memaar Al Morshedy projects presents a new concept of living that provides integrated development projects that combine residential, administrative and commercial buildings in one place to help our customers enjoy a more comfortable lifeLocation:Kattameya Gate is located in a privileged area of the Kattameya district, near from Kattameya road - Ain Sukhna and the Ring Road in front of other masterpiece carried out by Memaar Al Morshedy architecture that you will see yourself “One Kattameya “project.The location allows its resident's easy access to the main roads in Cairo in a few minutes to reach: The fifth statement, Maadi, Nasr City, Heliopolis, Cairo International Airport, The 6th of October City.Residential Payment facilities:7% down paymentInstallments over 90 monthsMonthly installments starting from EGP 3,650Kattameya Business Gate & Kattameya Medical Gate:5% down payment7 Years installment planDown payment starts from EGP 70,000Amenities & Services:Kattameya Gate owners have access to a full range of exclusive services and amenities that include the following: Wellness Fitness Center Spa Restaurants and Cafe Pool and Pool Lounge Concierge Services Security Gym Retail shopsBusiness & Medical  Reception Waiting area Common meeting rooms Facility Management Property Management  Sky Lounge Electricity Generator Conference Room Gym parkingIn Kattameya Gate ... Everything you need, only a few steps from your Home."
6,GREAT PRICE - 3 bed room flat for sale in Elmerag city in Elmaadi,Apartments,"شارع الكورنيش, مدينة المعراج",230 M²,"1,800,000EGP",https://aqarmap.com.eg/en/listing/3132083-for-sale-cairo-el-maadi-mdyn-lm-rj-corniche-st,"Reduced from 2,300,000 to 1,800,000 for serious cash buyers.3 bed room, master bed room with on suite bathroom and dressing area.1 reception1 dinning room1 office/library room3 bathrooms2 balconies one with the reception and one with a bed room4th floor"
6,Available Apartments in 6 October City near 26 July Axis and Shooting Club,Apartments,"المنطقه الثالثه السياحيه, التوسعات الشمالية",125 M²,"812,500EGP",https://aqarmap.com.eg/en/listing/3139372-for-sale-cairo-6th-of-october-el-tawsaat-el-shamalya-touristic-third-area,Available Apartments in 6 October City near 26 July Axis and Egyptian Shooting Club the project by High Art Development15% installment Delivery in 1 year
6,A Luxury Apartment with a spectacular View,Administrative,"Maadi Star Towers A2, Cornich El Nil Maadi",270 M²,"4,500,000EGP",https://aqarmap.com.eg/en/listing/3032731-for-sale-cairo-el-maadi-kornish-el-maadi,"Live, work and enjoy the most spectacular view of the Nile river. You're not looking over the Nile. You are literally living on the Nile. Watch the sailing boats, sunset and pyramids from your living sofa or office. Location, Location, Location! Located at one of the most sought after building in Corniche El Maadi, Maadi Star, a very well maintained and luxury building."
6,Apartment with an open view,Apartments,93 Haroun El Rashid Street,325 M²,"2,400,000EGP",https://aqarmap.com.eg/en/listing/3076448-for-sale-cairo-heliopolis-cairo-heliopolis-heliopolis-square-haroun-el-rashid-st,9 room apartment with a nice view and close to Heliopolis metro station
7,Palace 2000 m For Sale in 6 October City,Palace,"مدينة الفردوس, كمبوند في ٦ اكتوبر",2750 M²,"38,000,000EGP",https://aqarmap.com.eg/en/listing/3045314-for-sale-cairo-6th-of-october-compound-el-fardoos-city,Palace For Sale in 6 October City 2000m ultra super luxe24 rooms19 bathroom
7,For Sale - Apartments 140 M² Semi Finished in First Neighborhood,Apartments,"الحي الأول, بيت الوطن",140 M²,"875,000EGP",https://aqarmap.com.eg/en/listing/3028544-for-sale-cairo-new-cairo-bait-el-watan-first-neighborhood,For Sale - Apartments 140 M² Semi Finished in First Neighborhood
7,Apartments For Sale in Castle Landmark Compound - Castle Landmark,Apartments,"كمبوند كاسيل لاندمارك - كاسيل, R7",200 M²,"1,639,400EGP",https://aqarmap.com.eg/en/listing/3028424-for-sale-cairo-new-administrative-capital-r7-castle-landmark,Apartments For Sale in Castle Landmark Compound - Castle Landmark
7,شقق للبيع بنص ثمنها في هليوبوليس الجديده فيو مفتوح علي الحزام الأخضر مباشرة,Apartments,"الحي الثاني, هليوبوليس الجديدة",150 M²,"395,000EGP",https://aqarmap.com.eg/en/listing/3171356-for-sale-cairo-new-heliopolis-lhy-lthny,شقتك بسعر التكلفة بنص ثمنها في السوق وكمان تقسيط لأول مرة في مدينة هليوبوليس الجديده وحصتك في الأرض بتتسجل بأسمك رسمي في شركة مصر الجديدة للإسكان والتعمير ومن أول يوم.*مبادراتنا بيتك بسعر التكلفة تقام حالياً في القاهرة في مدينة هليوبوليس الجديده علي طريق السويس بجوار الشروق مباشرة وأمام العاصمة الإدارية الجديدة ومدينتي.مع إتحادك بيتك بنص ثمنه لأن بيتك بسعر التكلفة - مع إتحادك بيتك هو إستثمارك الآمن ،أرضك بإسمك ،زيرو مخالفات لأن إتحادك أمانك.مؤسسة_إتحادك جاية تغيرلك الواقع وتقلبلك الموازين وترسملك خريطتك لأفضل إستثمار عقاري آمن في مصر وتضمنلك حقوقك من أول يوم.ل
7,Villas For sale in Madenti,Separate Villa,"مناطق فرعية بالقاهرة الكبرى, القاهرة الكبرى",457 M²,"10,000,000EGP",https://aqarmap.com.eg/en/listing/3102417-for-sale-cairo-new-cairo-madinaty,Villas For sale in Madenti
7,Apartments For Sale in Tag City Compound - MNHD,Apartments,"كمبوند تاج سيتى - مدينة نصر للاسكان و التعمير, كمبوند بالتجمع الخامس",149 M²,"2,100,000EGP",https://aqarmap.com.eg/en/listing/3054391-for-sale-cairo-new-cairo-compounds-tag-city,Apartments For Sale in Tag City Compound - MNHD
7,Apartments For rent in Ashgar City,Apartments,"أشجار سيتي, حدائق أكتوبر",85 M²,"1,008,616EGP",https://aqarmap.com.eg/en/listing/3071203-for-sale-cairo-6th-of-october-hadaeq-october-ashgar-city,Apartments For rent in Ashgar City
7,Separate Villa For sale in Moon Hills,Separate Villa,"مون هيلز, كمبوند في ٦ اكتوبر",450 M²,"4,500,000EGP",https://aqarmap.com.eg/en/listing/3079986-for-sale-cairo-6th-of-october-compounds-mwn-hylz,Separate Villa For sale in Moon Hills
7,"فيلا للبيع في كمبوند الكرمة 2 الشيخ زايد أفضل كمبوندات الشيخ زايد, سوديك ويست تاون الشيخ زايد",Villas,كمبوند بالشيخ زايد، كمبوند بالشيخ زايد,340 M²,"7,500,000EGP",https://aqarmap.com.eg/en/listing/3201777-for-sale-cairo-el-sheikh-zayed-city-compounds-in-sheikh-zayed-el-karma-residence,فيلا للبيع في كمبوند الكرمة 2 الشيخ زايدماستر٤ نوم٤ حمامليفينج ٣٠ متر الجنينهغرفة بنت بالحماممطبخجراح ٢ سيارهرخامارض ٣٢١مباني ٣٤٠ بالليفينجللاستفسار والمعاينة
7,"Fully finished apartment in Fifth Square, El Marasim, with installments over 8 y",Apartments,fifth square Al-marasem,115 M²,"2,700,000EGP",https://aqarmap.com.eg/en/listing/3181812-for-sale-cairo-new-cairo-compounds-fifth-square,"Fully finished apartment in Fifth Square, El Marasim, Golden Square, Fifth Settlement, with installments over 8 yearsThe area of ​​the apartment is 115 square metersWith a garden of 46 metersConsisting of2 bedroomsMaster room with private bathroom and dressing roomkid's room2 bathroomsreceptionkitchenterracesFully finished with air conditioningPayment planInstallment over 8 yearskati"
7,Apartments For sale in Msadak,Apartments,"مصدق, الدقي",195 M²,"2,400,000EGP",https://aqarmap.com.eg/en/listing/3090435-for-sale-cairo-dokki-msdq,Apartments For sale in Msadak
7,Apartments For sale in IL Mondo Compound,Apartments,"كمبوند الموندو - رافكو, كمبوند بالعاصمة الادارية الجديدة",176 M²,"1,849,000EGP",https://aqarmap.com.eg/en/listing/3201574-for-sale-cairo-new-administrative-capital-new-capital-compounds-il-mondo,Apartments For sale in IL Mondo Compound
7,Apartments For sale in Armonia Compound - The Land Developers,Apartments,"كمبوند أرمونيا - ذا لاند للتطوير, R7",111 M²,"1,568,249EGP",https://aqarmap.com.eg/en/listing/3201452-for-sale-cairo-new-administrative-capital-r7-armonia,Apartments For sale in Armonia Compound - The Land Developers
7,فيلا للبيع في كمبوند الجريا في سوديك بالشيخ زايد,Villas,كمبوند بالشيخ زايد، كمبوند بالشيخ زايد,380 M²,"13,000,000EGP",https://aqarmap.com.eg/en/listing/3202044-for-sale-cairo-el-sheikh-zayed-city-compounds-kmbwnd-ljry-swdyk,فيلا للبيع في كمبوند الجريا في سوديك بالشيخ زايداقل من سعر السوق فيلا بحمام سباحه كبيرفيلا مستقله بيزمنت وارضي واول تصميم شهيره فهمي الارض ٤٨٥م والمباني ٣٨٠م تشطيب الترا مودرن سوبر لوكس جديد بحمام سباحه كبير ٤ نوم و ٥ حمام منهم ٣ ماستر وناني روم بالحمام وجنينه مزروعه بالكامل بتكييفات كونسيلد داخليه وجبس بورد وكبائن شاور وتريبل بلاي فيو مميز جدا بحري غير مجروح شامل الصيانه والتنازلمطلوب ١٣ مليونللاستفسار وا المعاينة
7,Apartments For sale in El Kornfol,Apartments,"القرنفل, القاهرة الجديدة - التجمع الخامس",300 M²,"2,775,000EGP",https://aqarmap.com.eg/en/listing/3158624-for-sale-cairo-new-cairo-el-kornfol,Apartments For sale in El Kornfol
8,Villa for sale 380m pay 50% and receive your apartment contract + Arabic gift for a very limited period,Villas,"كمبوند كابيتال لايف, حدائق العاصمة",380 M²,"4,000,000EGP",https://aqarmap.com.eg/en/listing/3192442-for-sale-cairo-new-administrative-capital-hdyq-l-sm-kmbwnd-kbytl-lyf,"Pay half of your unit and receive your apartment + free car until the end of the month. If you don't believe, call us and see for yourself.With an area of ​​380 m consisting of 3 floors of (5 rooms + 4 bathrooms + large reception + 2 terraces + large kitchen) + 65 Open Area in Capital Life CompoundRight and book your unit before the offer endsBefore the price increaseWith different advances and different repayment periodsThe project is built on the ground 35%In a vital strategic location in front of the administrative capitalThe compound is located in front of the administrative capital, 200 meters awayThe compound is directly in front of the central garden gateThere is a main entrance to the compound directly from Suez RoadNext to the Nour Project (Talaat Mostafa)Next to a distinguished group of universities(Russian University - Heliopolis University - Kemet University - Future University - Badr University)In front of the central monorail station5 minutes for each of (Government District - Opera House - Fairgrounds - Chinese Towers - Green River - Down Town)Enjoy comprehensive services24 hour surveillance gatesCommercial and entertainment mallCinemas and restaurantssocial ClubSwimming poolTrack to runbike pathskids areaMosqueMedical ClinicsCall us quickly and book your unit before you miss the offer"
8,Offices For sale in Downtown,Offices,"الداون تاون, العاصمة الإدارية الجديدة",45 M²,"845,000EGP",https://aqarmap.com.eg/en/listing/3201089-for-sale-cairo-new-administrative-capital-new-capital-commercial-projects-evora-mall,Offices For sale in Downtown
8,Apartments For sale in Bait El Watan,Apartments,"بيت الوطن, 6 أكتوبر",205 M²,"1,395,000EGP",https://aqarmap.com.eg/en/listing/3201479-for-sale-cairo-6th-of-october-bait-el-watan,Apartments For sale in Bait El Watan
8,تاون هاوس كبير تشطيب الترا لوكس للبيع بيل اير - سوديك,Villas,كمبوند بالشيخ زايد، كمبوند بالشيخ زايد,350 M²,"8,500,000EGP",https://aqarmap.com.eg/en/listing/3202758-for-sale-cairo-el-sheikh-zayed-city-compounds-in-sheikh-zayed-compounds-in-el-sheikh-zayed,للبيعبيل اير - سوديك - زايداقل سعر تاون هاوس كبير تشطيب لوكستاون هاوس ميدل ارضي واول وروف ٣٥٠م الارض ٣٣٠م مباني تشطيب سوبر لوكس فندقي مميز جدا ٤ نوم و ٥ حمام منهم ٢ ماستر بدريسينج وجنينه اماميه وخلفيه كبيره فيو مميز جدا دبل فيس على البحيرات ولاند سكيب شامل المطبخ والتكييفات وشاتر رولينج ودواليب الدريسينج والتنازل والصيانه والتصرفات العقاريهمطلوب ٨،٥٠٠،٠٠٠مع امكانيه البيع بالفرش
8,Apartments For sale in Green Revolution,Apartments,"الثورة الخضراء, مدينة الشيخ زايد",230 M²,"1,840,000EGP",https://aqarmap.com.eg/en/listing/3178535-for-sale-cairo-el-sheikh-zayed-city-green-revolution,Apartments For sale in Green Revolution
8,Offices For sale in MU7,Offices,"MU7, منطقة الأعمال المركزيه",78 M²,"3,666,000EGP",https://aqarmap.com.eg/en/listing/3201170-for-sale-cairo-new-administrative-capital-new-capital-commercial-projects-tj-twr,Offices For sale in MU7
8,Commercial For sale in Downtown,Commercial,"الداون تاون, العاصمة الإدارية الجديدة",32 M²,"2,380,000EGP",https://aqarmap.com.eg/en/listing/3201032-for-sale-cairo-new-administrative-capital-new-capital-commercial-projects-brk-bwynt-mwl-kbytl-hylz-llttwyr,Commercial For sale in Downtown
8,Apartments For sale in Al Andalus 1,Apartments,"الأندلس 1, الأندلس",163 M²,"1,250,000EGP",https://aqarmap.com.eg/en/listing/3200877-for-sale-cairo-new-cairo-el-andalous-al-andalus-1,Apartments For sale in Al Andalus 1
8, Apartments For sale in Abou Dawoud El Zaheri,Apartments,"أبو داود الظاهري, مدينة نصر",165 M²,"1,540,000EGP",https://aqarmap.com.eg/en/listing/3167957-for-sale-cairo-nasr-city-6th-zone,Apartments For sale in Abou Dawoud El Zaheri
8,Separate Villa For sale in Moon Hills,Separate Villa,"مون هيلز, كمبوند في ٦ اكتوبر",305 M²,"3,700,000EGP",https://aqarmap.com.eg/en/listing/3201525-for-sale-cairo-6th-of-october-compounds-mwn-hylz,Separate Villa For sale in Moon Hills
8,Town House For sale in Moon Hills,Twin House,"مون هيلز, كمبوند في ٦ اكتوبر",256 M²,"2,800,000EGP",https://aqarmap.com.eg/en/listing/3201509-for-sale-cairo-6th-of-october-compounds-mwn-hylz,Town House For sale in Moon Hills
8,Separate Villa For sale in Moon Hills,Separate Villa,"مون هيلز, كمبوند في ٦ اكتوبر",450 M²,"4,850,000EGP",https://aqarmap.com.eg/en/listing/3201434-for-sale-cairo-6th-of-october-compounds-mwn-hylz,Separate Villa For sale in Moon Hills
8,Town House For sale in Moon Hills,Town House,"مون هيلز, كمبوند في ٦ اكتوبر",224 M²,"2,250,000EGP",https://aqarmap.com.eg/en/listing/3201402-for-sale-cairo-6th-of-october-compounds-mwn-hylz,Town House For sale in Moon Hills
8,Apartments For sale in R8,Apartments,"R8, العاصمة الإدارية الجديدة",155 M²,"2,210,000EGP",https://aqarmap.com.eg/en/listing/3195216-for-sale-cairo-new-administrative-capital-new-capital-compounds-dy-jwy,Apartments For sale in R8
8,Commercial For sale in The Rook Mall - Mazaya Developments,Stores,"ذا روك مول - مزايا للتطوير العقاري, مشاريع تجارية بالعاصمة الإدارية الجديدة",50 M²,"7,500,000EGP",https://aqarmap.com.eg/en/listing/3158060-for-sale-cairo-new-administrative-capital-new-capital-commercial-projects-dh-rwk-mwl-mzy-llttwyr-l-qry,Commercial For sale in The Rook Mall - Mazaya Developments
9,Commercial For sale in The Rook Mall - Mazaya Developments,Commercial,"ذا روك مول - مزايا للتطوير العقاري, مشاريع تجارية بالعاصمة الإدارية الجديدة",50 M²,"7,500,000EGP",https://aqarmap.com.eg/en/listing/3158067-for-sale-cairo-new-administrative-capital-new-capital-commercial-projects-dh-rwk-mwl-mzy-llttwyr-l-qry,Commercial For sale in The Rook Mall - Mazaya Developments
9,Commercial For sale in The Rook Mall - Mazaya Developments,Stores,"ذا روك مول - مزايا للتطوير العقاري, مشاريع تجارية بالعاصمة الإدارية الجديدة",61 M²,"9,150,000EGP",https://aqarmap.com.eg/en/listing/3157996-for-sale-cairo-new-administrative-capital-new-capital-commercial-projects-dh-rwk-mwl-mzy-llttwyr-l-qry,Commercial For sale in The Rook Mall - Mazaya Developments
9,Commercial For sale in The Rook Mall - Mazaya Developments,Commercial,"ذا روك مول - مزايا للتطوير العقاري, مشاريع تجارية بالعاصمة الإدارية الجديدة",60 M²,"9,000,000EGP",https://aqarmap.com.eg/en/listing/3158116-for-sale-cairo-new-administrative-capital-new-capital-commercial-projects-dh-rwk-mwl-mzy-llttwyr-l-qry,Commercial For sale in The Rook Mall - Mazaya Developments
9,Offices For sale in Northern 90th Street,Offices,"التسعين الشمالي, شارع التسعين",112 M²,"6,160,000EGP",https://aqarmap.com.eg/en/listing/3200124-for-sale-cairo-new-cairo-shareaa-el-tesean-northern-90th-street,Offices For sale in Northern 90th Street
9,Medical For sale in Downtown,Clinics,"الداون تاون, العاصمة الإدارية الجديدة",33 M²,"930,000EGP",https://aqarmap.com.eg/en/listing/3194996-for-sale-cairo-new-administrative-capital-ldwn-twn,Medical For sale in Downtown
9,apartment with 5%Dp at O West October installments over 8 year fully finished,Apartments,"كمبوند أو ويست - اوراسكوم للتطوير, كمبوند في ٦ اكتوبر",123 M²,"3,400,000EGP",https://aqarmap.com.eg/en/listing/3192570-for-sale-cairo-6th-of-october-compounds-w-wyst,"At the cheapest price in O West, the finest projects in October, an apartment of 123 meters divided into 2room and 2bathroom, in a very privileged location and a wonderful viewAt a very attractive and competitive price, 3,4million5% down payment and the rest in installments over 8 yearsReceive 2025O west:Welcome to O West, Orascom Development’s latest addition to its towns portfolio nestled in 6th of October. O West is set to rise as a beacon of integrated living. Envisioned as a complete sensory experience full of energy, playing differently to everyone, from shops to restaurants, sports club to common spaces, this place offers an experience you can taste, touch, smell, hear, see and more importantly; feel. It is constantly evolving and changing, adapting and growing. Like an Eco system, everything within the compound is intelligently & harmoniously designed to offer a true wholesome town experience.Amenities:EducationParents can rest at ease knowing their children’s education is just mere steps away. O West hosts three premium educational institutes within its gates.Medical CareSpecialized clinics will serve the community.Sustainable and Eco FriendlyFrom green initiatives to sustainable buildings.Sports ClubDeveloper:Orascom Development Holding “ODH” is a leading developer of fully integrated destinations, with more than 30 years of experience and a proven track record of sustainable development, including hotels, real estate units, and leisure facilities such as golf courses, marinas and supporting infrastructure. ODH's diversified portfolio is spread over 7 countries (Egypt, UAE, Oman, Switzerland, Morocco, Montenegro and UK1"
9,Apartment for sale 210 m in a vital location in the Administrative Capital,Apartments,"كمبوند ميدتاون كوندو - بتر هوم, R7",120 M²,"960,000EGP",https://aqarmap.com.eg/en/listing/3197974-for-sale-cairo-new-administrative-capital-r7-midtown-condo,Own your apartment in front of the Green River in a prime residential location in the capitalWith an area of 210 mConsists of (3 rooms + 2 bathrooms + reception + kitchen)With a variety of other spaces and different introductionsWith long repayment periods of up to 7 yearsThe compound is located on the southern axis of Bin ZayedIn front of the green riverAnd close to Al-Massa HotelAnd next to the cathedralThe compound features a variety of services:swimming poolGreen spacesLand scapesecurity and guardingShopping mallClub Housegarageclub
9,Stores For sale in Downtown,Stores,"الداون تاون, العاصمة الإدارية الجديدة",35 M²,"2,228,000EGP",https://aqarmap.com.eg/en/listing/3196870-for-sale-cairo-new-administrative-capital-new-capital-commercial-projects-bsydr-twr-dby-llttwyr-l-qry,Stores For sale in Downtown
9,Stores For sale in CBD 1 Extension,Stores,"CBD 1 امتداد, العاصمة الإدارية الجديدة",25 M²,"362,500EGP",https://aqarmap.com.eg/en/listing/3195177-for-sale-cairo-new-administrative-capital-new-capital-commercial-projects-tj-twr,Stores For sale in CBD 1 Extension
9,Stores For sale in Downtown,Stores,"الداون تاون, العاصمة الإدارية الجديدة",35 M²,"711,000EGP",https://aqarmap.com.eg/en/listing/3195774-for-sale-cairo-new-administrative-capital-ldwn-twn,Stores For sale in Downtown
9,فيلا للبيع في الكرمه ٢ امام زد بارك مباشرة بارقي موقع بالشيخ زايد,Villas,"Compounds In El Sheikh Zayed, Compounds in Sheikh Zayed",340 M²,"7,500,000EGP",https://aqarmap.com.eg/en/listing/3199622-for-sale-cairo-el-sheikh-zayed-city-compounds-in-sheikh-zayed-compounds-in-el-sheikh-zayed,ماستر٤ نوم٤ حمامليفينج ٣٠ متر الجنينهغرفة بنت بالحماممطبخجراح ٢ سيارهرخامارض ٣٢١مباني ٣٤٠ بالليفينج
9,Apartments For sale in Cairo Town Compound - Arba Developments,Apartments,"كمبوند كايرو تاون - أربا, كمبوند بمدينة نصر",145 M²,"1,102,200EGP",https://aqarmap.com.eg/en/listing/3200139-for-sale-cairo-nasr-city-compounds-kmbwnd-kyrw-twn-rb-llttwyr,Apartments For sale in Cairo Town Compound - Arba Developments
9,Apartments For Sale in Sixth Neighborhood,Apartments,بالقرب من النادى الأهلى,180 M²,"1,350,000EGP",https://aqarmap.com.eg/en/listing/3091965-for-sale-cairo-new-cairo-bait-el-watan-sixth-neighborhood,Apartments For Sale in Sixth NeighborhoodListing Area: 180MSEMI_FINISHED
9,Apartments For Sale in Sixth Neighborhood,Apartments,بالقرب من النادى الأهلى - ومنطقة النوادى والتسعين الشمالى,155 M²,"1,162,500EGP",https://aqarmap.com.eg/en/listing/3092021-for-sale-cairo-new-cairo-bait-el-watan-sixth-neighborhood,Apartments For Sale in Sixth NeighborhoodListing Area: 155MSEMI_FINISHED
9,Apartments For Sale in El Andalous,Apartments,ناصية وعلى الشارع الرئيسى للأندلس,168 M²,"1,428,000EGP",https://aqarmap.com.eg/en/listing/3092031-for-sale-cairo-new-cairo-el-andalous,Apartments For Sale in El AndalousListing Area: 168MSEMI_FINISHED
