Page,Title,Company_name,Address,Description,Links
162,Talent Acquisition Specialist,OTalents ,"Maadi, Cairo, Egypt ",Full Time | Work From HomeEntry Level | 0 - 3 Yrs of Exp | Human Resources | Human Resources | Human Resources (HR) | Interviewing | Recruitment | Talent acquisition | English | MS Office,https://wuzzuf.net/jobs/p/8FTLoo5U0FlD-Talent-Acquisition-Specialist-OTalents-Cairo-Egypt?o=2427&l=sp&t=sj&a=search-v3|hpb
162,Frontend React Developer,Cegedim ,"New Cairo, Cairo, Egypt ",Full Time | Experienced | 3 - 5 Yrs of Exp | Creative/Design/Art | IT/Software Development | Engineering - Telecom/Technology | Angular | Computer Science | CSS | Git | HTML5 | Information Technology (IT) | JavaScript,https://wuzzuf.net/jobs/p/vqoHIgHDiiay-Frontend-React-Developer-Cegedim-Cairo-Egypt?o=2428&l=sp&t=sj&a=search-v3|hpb
162,Senior Business Analyst - Saudi Arabia,Future Face ,"Riyadh, Saudi Arabia ",Full Time | Experienced | 3 - 6 Yrs of Exp | IT/Software Development | Analyst/Research | Engineering - Telecom/Technology | Business Analysis | Information Technology (IT) | Computer Science | Analysis | Software Development | Agile | Business Administration,https://wuzzuf.net/jobs/p/cx9wzZc3V4cK-Senior-Business-Analyst---Saudi-Arabia-Future-Face-Riyadh-Saudi-Arabia?o=2429&l=sp&t=sj&a=search-v3|hpb
162,Frontend Developer (E-Business),Cegedim ,"New Cairo, Cairo, Egypt ",Full Time | Experienced | 3+ Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | Computer Science | Computer Engineering | Information Technology (IT) | Frontend | E-Business | HTML | CSS | jQuery,https://wuzzuf.net/jobs/p/9PZpFM4btHiV-Frontend-Developer-E-Business-Cegedim-Cairo-Egypt?o=2430&l=sp&t=sj&a=search-v3|hpb
163,Native Android Intern,Edvora Private Limited ,"Cairo, Egypt ",InternshipEntry Level | 0 - 1 Yrs of Exp | IT/Software Development | Git | Github | Kotlin | Java | Android | Information Technology (IT) | Computer Science | Software Development | Programming,https://wuzzuf.net/jobs/p/33BqOJPIR4Wc-Native-Android-Intern-Edvora-Private-Limited-Cairo-Egypt?o=2431&l=sp&t=sj&a=search-v3|hpb
163,Vue.js Developer,Ibtikar ,"Alexandria, Egypt ",Full Time | Work From HomeExperienced | 3 - 7 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | Computer Science | Angular | CSS | Information Technology (IT) | HTML5 | JavaScript | Software Development | AJAX,https://wuzzuf.net/jobs/p/7UHCU9KvY8uq-Vuejs-Developer-Ibtikar-Alexandria-Egypt?o=2432&l=sp&t=sj&a=search-v3|hpb
163,Media buyer - Real estate,LUD Development ,"New Cairo, Cairo, Egypt ",Full Time | Entry Level | 1 - 3 Yrs of Exp | Marketing/PR/Advertising | Media/Journalism/Publishing | Real Estate | Marketing | Social Media | Media Buying | Ads | Digital | social | Digital Marketing,https://wuzzuf.net/jobs/p/2kiZjnCOyTkd-Media-buyer---Real-estate-LUD-Development-Cairo-Egypt?o=2433&l=sp&t=sj&a=search-v3|hpb
163,Administrative Assistant,LUD Development ,"New Cairo, Cairo, Egypt ",Full Time | Entry Level | 0 - 3 Yrs of Exp | females_only | Administration | Customer Service/Support | Administration | Microsoft Office | Communication | English | Office Management | Microsoft Excel | Communication Skills,https://wuzzuf.net/jobs/p/Yyq7CB0SJ8ya-Administrative-Assistant-LUD-Development-Cairo-Egypt?o=2434&l=sp&t=sj&a=search-v3|hpb
163,Sales/Estimation Engineer,Door HYSec ,"6th of October, Giza, Egypt ",Full Time | Entry Level | 0 - 2 Yrs of Exp | males_preferred | Engineering - Construction/Civil/Architecture | Sales/Retail | Engineering | MS Office | Sales | Sales Target | Cost Estimation | Project Estimation,https://wuzzuf.net/jobs/p/cjnI0iEDQRUe-SalesEstimation-Engineer-Door-HYSec-Giza-Egypt?o=2435&l=sp&t=sj&a=search-v3|hpb
163,Electrical Technical Office Engineer,First Group ,"Mohandessin, Giza, Egypt ",Full Time | Experienced | 5 - 7 Yrs of Exp | Engineering - Mechanical/Electrical | Electrical Engineering | Engineering,https://wuzzuf.net/jobs/p/hiXeyripKcMK-Electrical-Technical-Office-Engineer-First-Group-Giza-Egypt?o=2436&l=sp&t=sj&a=search-v3|hpb
163,Senior Full Stack (PHP - NodeJS) - UK LamasaTech Team (Alexandria),Procrew ,"Alexandria, Egypt ",Full Time | Manager | 5+ Yrs of Exp | Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology | Agile | Software Development | Scrum | Google cloud | JavaScript | AWS | API,https://wuzzuf.net/jobs/p/iBXcoDdYO8xd-Senior-Full-Stack-PHP---NodeJS---UK-LamasaTech-Team-Alexandria-Procrew-Alexandria-Egypt?o=2437&l=sp&t=sj&a=search-v3|hpb
163,Backend Developer ( PHP - Laravel ) - Lamasatech UK Team - (Alexandria),Procrew ,"Alexandria, Egypt ",Full Time | Entry Level | 1 - 3 Yrs of Exp | Creative/Design/Art | IT/Software Development | Engineering - Telecom/Technology | Engineering | Information Technology (IT) | PHP | MySQL | Laravel | Software Engineering | Computer Science,https://wuzzuf.net/jobs/p/AuqbZZw8sZkL-Backend-Developer-PHP---Laravel---Lamasatech-UK-Team---Alexandria-Procrew-Alexandria-Egypt?o=2438&l=sp&t=sj&a=search-v3|hpb
163,Parts Advisor (New Cairo),MTI Automotive ,"New Cairo, Cairo, Egypt ",Full Time | Experienced | 2 - 5 Yrs of Exp | Customer Service/Support | Sales/Retail | Automotive | Customer Service | Customer Care | Customer Support | Call Center | Administration | Bikes | Aftersales,https://wuzzuf.net/jobs/p/KKbLQS5pLzZP-Parts-Advisor-New-Cairo-MTI-Automotive-Cairo-Egypt?o=2439&l=sp&t=sj&a=search-v3|hpb
163,Finishing Supervisor,Rekaz Developments ,"New Capital, Cairo, Egypt ",Full Time | Manager | 10 - 15 Yrs of Exp | Engineering - Construction/Civil/Architecture | Construction Field | Finishing | Civil Engineering | Site Engineering,https://wuzzuf.net/jobs/p/KfV872LGsNPv-Finishing-Supervisor-Rekaz-Developments-Cairo-Egypt?o=2440&l=sp&t=sj&a=search-v3|hpb
163,Sales Engineer,General Labs ,"Alexandria, Egypt ",Full Time | Work From HomeEntry Level | 1 - 2 Yrs of Exp | Marketing/PR/Advertising | Sales/Retail | Engineering - Other | Guerilla Marketing | Sales | Sales Skills | Sales Target | CRM | Engineering,https://wuzzuf.net/jobs/p/vodThSFc789c-Sales-Engineer-General-Labs-Alexandria-Egypt?o=2441&l=sp&t=sj&a=search-v3|hpb
163,Travel Advisor,Confidential ,"New Cairo, Cairo, Egypt ",Full Time | Entry Level | 0 - 5 Yrs of Exp | Customer Service/Support | Tourism/Travel | English Teaching | English Education | English Instructing | Teaching English as a Foreign  Language | English Translation | English Training | English Literature | Business English,https://wuzzuf.net/jobs/p/A4FJ4iv0E4T1-Travel-Advisor-Cairo-Egypt?o=2442&l=sp&t=sj&a=search-v3|hpb
163,Legal Director,Career Counseling Egypt ,"Downtown, Cairo, Egypt ",Full Time | Manager | 15+ Yrs of Exp | Legal | Law | Legal | Legal Management | Management | Construction Contracts | Commercial Contracts | Administration,https://wuzzuf.net/jobs/p/bt6Ej7S63lVc-Legal-Director-Career-Counseling-Egypt-Cairo-Egypt?o=2443&l=sp&t=sj&a=search-v3|hpb
163,PHP Laravel - Full Stack Developer,Confidential ,"New Cairo, Cairo, Egypt ",Full Time | Experienced | 2+ Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | PHP | Laravel | MySQL | Full Stack | Database Schemas | GraphQL API | RESTful APIs | Full Stack Development,https://wuzzuf.net/jobs/p/b0dqALaFfmqA-PHP-Laravel---Full-Stack-Developer-Cairo-Egypt?o=2444&l=sp&t=sj&a=search-v3|hpb
163,Accountant,Objects ,"Alexandria, Egypt ",Full Time | Experienced | 2 - 4 Yrs of Exp | Accounting/Finance | accountant | Accounting | Cost Accounting | ERP | Odoo | Financial | Finance | Financial Management,https://wuzzuf.net/jobs/p/bgOOYMEIls3n-Accountant-Objects-Alexandria-Egypt?o=2445&l=sp&t=sj&a=search-v3|hpb
164,Local Purchasing Section Head,4D Group Construction & Trading ,"Nasr City, Cairo, Egypt ",Full Time | Manager | 6 - 8 Yrs of Exp | males_only | Logistics/Supply Chain | Operations/Management | Purchasing/Procurement | Engineering | Procurement | Purchasing | English | Computer Skills | Supply Chain | Sourcing,https://wuzzuf.net/jobs/p/kiZUq9QqKAQX-Local-Purchasing-Section-Head-4D-Group-Construction-Trading-Cairo-Egypt?o=2446&l=sp&t=sj&a=search-v3|hpb
164,Store Manager ( Retail Fashion) -Alexandria, Scarf Home ,"Alexandria, Egypt ",Full Time | Manager | 3+ Yrs of Exp | males_only | Customer Service/Support | Operations/Management | Sales/Retail | Fashion | Manager | Retail | Sales | Store Management | Sales Target | Customer Service,https://wuzzuf.net/jobs/p/KxCPU3YkXzfB-Store-Manager-Retail-Fashion--Alexandria-Scarf-Home-Alexandria-Egypt?o=2447&l=sp&t=sj&a=search-v3|hpb
164,Sr. Graphic Designer,Servix ,"Nasr City, Cairo, Egypt ",Full Time | Experienced | 3 - 5 Yrs of Exp | Creative/Design/Art | Marketing/PR/Advertising | Adobe Photoshop | Adobe illustrator | Arts | Design | Fine Arts | Graphic Design | illustrator | photoshop,https://wuzzuf.net/jobs/p/9y2KfSqaq7M0-Sr-Graphic-Designer-Servix-Cairo-Egypt?o=2448&l=sp&t=sj&a=search-v3|hpb
164,BIM Modeler,Virtual Viewing ,"Cairo, Egypt ",Full Time | Experienced | 3 - 6 Yrs of Exp | Engineering - Construction/Civil/Architecture | Creative/Design/Art | Civil Engineering | BIM | Construction | Engineering | Microsoft Office | Revit,https://wuzzuf.net/jobs/p/3Jlr49HG0wM5-BIM-Modeler-Virtual-Viewing-Cairo-Egypt?o=2449&l=sp&t=sj&a=search-v3|hpb
164,Medical Claims Officer,NEXtCARE ,"New Cairo, Cairo, Egypt ",Full Time | Entry Level | 1 - 3 Yrs of Exp | Medical/Healthcare | Claims | Administration | Medical | English | Microsoft Office | Pharmacy | Surgery,https://wuzzuf.net/jobs/p/F30kBD0j1TC9-Medical-Claims-Officer-NEXtCARE-Cairo-Egypt?o=2450&l=sp&t=sj&a=search-v3|hpb
164,Product Owner - UK LamasaTech Team (Alexandria),Procrew ,"Alexandria, Egypt ",Full Time | Experienced | 3+ Yrs of Exp | IT/Software Development | Project/Program Management | Engineering - Telecom/Technology | Computer Science | Information Technology (IT) | Development | Agile | Software Development | Product Owner | Product,https://wuzzuf.net/jobs/p/IZAKXMDGjTIA-Product-Owner---UK-LamasaTech-Team-Alexandria-Procrew-Alexandria-Egypt?o=2451&l=sp&t=sj&a=search-v3|hpb
164,Senior DB2 (LUW) Database Administrator,Ejada (Cairo) ,"Cairo, Egypt ",Full Time | Experienced | 6+ Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | Computer Science | Information Technology (IT) | Information Systems | Software Development | Linux | DB2 | Database | LUW,https://wuzzuf.net/jobs/p/qWRaOKjDkLPH-Senior-DB2-LUW-Database-Administrator-Ejada-Cairo-Cairo-Egypt?o=2452&l=sp&t=sj&a=search-v3|hpb
164,HR Internship,NEXtCARE ,"New Cairo, Cairo, Egypt ",InternshipEntry Level | Administration | Human Resources | Human Resources (HR) | Administration | Business Administration | English | HR | Microsoft Office | Recruitment | Communication,https://wuzzuf.net/jobs/p/BvWXptqWhcCY-HR-Internship-NEXtCARE-Cairo-Egypt?o=2453&l=sp&t=sj&a=search-v3|hpb
164,Commercial Director ( Real estate / New Capital),Confidential ,"New Cairo, Cairo, Egypt ",Full Time | Manager | 10 - 15 Yrs of Exp | Operations/Management | Sales/Retail | Real Estate | New Capital | sales skills | Sales Target | Sales | Marketing,https://wuzzuf.net/jobs/p/PMLwyIoyeR4Y-Commercial-Director-Real-estate-New-Capital-Cairo-Egypt?o=2454&l=sp&t=sj&a=search-v3|hpb
164,Db2 (LUW) Database Administrator,Ejada (Cairo) ,"Cairo, Egypt ",Full Time | Experienced | 3 - 6 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | Computer Science | Information Technology (IT) | IBM WebSphere | Linux | DB2 | Software Development | Database | English,https://wuzzuf.net/jobs/p/E4dWRxz7tsZL-Db2-LUW-Database-Administrator-Ejada-Cairo-Cairo-Egypt?o=2455&l=sp&t=sj&a=search-v3|hpb
164,Team Leader (ATM - Maintenance) -Delta,Raya   ,"Tanta, Gharbia, Egypt ",Full Time | Manager | 7+ Yrs of Exp | Customer Service/Support | Installation/Maintenance/Repair | Engineering - Mechanical/Electrical | Maintenance | Engineering | Customer Service | Customer Care | Customer Support | Electrical Engineering | Communication Engineering,https://wuzzuf.net/jobs/p/KCal9GE17GeH-Team-Leader-ATM---Maintenance--Delta-Raya-Gharbia-Egypt?o=2456&l=sp&t=sj&a=search-v3|hpb
164,Accountant,AL Namaa  For Consulting & Trading . ,"6th of October, Giza, Egypt ",Full Time | Experienced | 2 - 5 Yrs of Exp | Accounting/Finance | Accounting | Finance | English | Computer Skills | Accountant | Software | Commerce,https://wuzzuf.net/jobs/p/N56Jp3BryCSW-Accountant-AL-Namaa-For-Consulting-Trading-Giza-Egypt?o=2457&l=sp&t=sj&a=search-v3|hpb
164,Junior Db2 (LUW) Database Administrator (Basic),Ejada (Cairo) ,"Cairo, Egypt ",Full Time | Entry Level | 1 - 3 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | Computer Science | Information Technology (IT) | database administration | Software Engineering | Database | Linux | DB2 | IBM WebSphere,https://wuzzuf.net/jobs/p/4UNhr2mJFf4R-Junior-Db2-LUW-Database-Administrator-Basic-Ejada-Cairo-Cairo-Egypt?o=2458&l=sp&t=sj&a=search-v3|hpb
164,Payroll and Personnel Supervisor,Surgitech  ,"Mokattam, Cairo, Egypt ",Full Time | Experienced | 8 - 12 Yrs of Exp | Human Resources | Odoo | Payroll System | Personnel | Human Resources (HR),https://wuzzuf.net/jobs/p/L5USlG34DB5L-Payroll-and-Personnel-Supervisor-Surgitech-Cairo-Egypt?o=2459&l=sp&t=sj&a=search-v3|hpb
164,Receptionist ( Real Estate),Confidential ,"Cairo, Egypt ",Full Time | Experienced | 2 - 5 Yrs of Exp | females_only | Administration | Customer Service/Support | Administration | Real Estate | Office management | Admin,https://wuzzuf.net/jobs/p/jNtSEJjCSBlf-Receptionist-Real-Estate-Cairo-Egypt?o=2460&l=sp&t=sj&a=search-v3|hpb
165,Senior IBM WebSphere Application Server Administrator (Co-Pilot),Ejada (Cairo) ,"Cairo, Egypt ",Full Time | Experienced | 7 - 10 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | Computer Science | Information Technology (IT) | Troubleshooting | Websphere | J2EE | SOAP | JDBC | JNDI,https://wuzzuf.net/jobs/p/rwUNdPR5oQFv-Senior-IBM-WebSphere-Application-Server-Administrator-Co-Pilot-Ejada-Cairo-Cairo-Egypt?o=2461&l=sp&t=sj&a=search-v3|hpb
165,Accounting Manager,QARA ,"New Cairo, Cairo, Egypt ",Full Time | Manager | 7 - 10 Yrs of Exp | Accounting/Finance | Finance | Accounting | Financial Management | Management,https://wuzzuf.net/jobs/p/EpnCTqk6Xq6x-Accounting-Manager-QARA-Cairo-Egypt?o=2462&l=sp&t=sj&a=search-v3|hpb
165,Routing & Sales Intelligence Manager (FMCG Food & Beverage),Keys Group Services ,"Abu Rawash, Giza, Egypt ",Full Time | Manager | 7 - 10 Yrs of Exp | Hospitality/Hotels/Food Services | Sales/Retail | FMCG | Sales,https://wuzzuf.net/jobs/p/Q4MKXnF5iv2G-Routing-Sales-Intelligence-Manager-FMCG-Food-Beverage-Keys-Group-Services-Giza-Egypt?o=2463&l=sp&t=sj&a=search-v3|hpb
165,B2B Sales Executive,Confidential ,"Maadi, Cairo, Egypt ",Full Time | Experienced | 2+ Yrs of Exp | Business Development | Customer Service/Support | Sales/Retail | B2B | Communication | Sales | sales skills | Sales Target | Selling | English,https://wuzzuf.net/jobs/p/4YCkrv24TAon-B2B-Sales-Executive-Cairo-Egypt?o=2464&l=sp&t=sj&a=search-v3|hpb
165,Senior General Accountant,Surgitech  ,"Mokattam, Cairo, Egypt ",Full Time | Experienced | 2 - 5 Yrs of Exp | Accounting/Finance | ERP | Accounting | Finance | Odoo | ERP System | Commerce,https://wuzzuf.net/jobs/p/G1ZQxkrTUtak-Senior-General-Accountant-Surgitech-Cairo-Egypt?o=2465&l=sp&t=sj&a=search-v3|hpb
165,Counseling/ Clinical Psychologist,Psychology Center ,"Zamalek, Cairo, Egypt ",Full Time | Experienced | 5+ Yrs of Exp | Medical/Healthcare | Psychology | mental health | Counseling | Therapy,https://wuzzuf.net/jobs/p/aqJYPuYRHHGj-Counseling-Clinical-Psychologist-Psychology-Center-Cairo-Egypt?o=2466&l=sp&t=sj&a=search-v3|hpb
165,IBM WebSphere Application Server Administrator (Challenger),Ejada (Cairo) ,"Cairo, Egypt ",Full Time | Experienced | 4 - 7 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | Information Technology (IT) | Computer Science | Websphere | Troubleshooting | SOAP | J2EE | JDBC | JNDI,https://wuzzuf.net/jobs/p/aATQm6I4SR0D-IBM-WebSphere-Application-Server-Administrator-Challenger-Ejada-Cairo-Cairo-Egypt?o=2467&l=sp&t=sj&a=search-v3|hpb
165,Junior Software Engineer - BackEnd,intella ,"Dokki, Giza, Egypt ",Full Time | Entry Level | 1 - 3 Yrs of Exp | IT/Software Development | Quality | Engineering - Telecom/Technology | backend | Computer Science | engineer | Software | Software Development | Software Engineering | Software engineer,https://wuzzuf.net/jobs/p/bMkaHIqrncDa-Junior-Software-Engineer---BackEnd-intella-Giza-Egypt?o=2468&l=sp&t=sj&a=search-v3|hpb
165,Junior IBM WebSphere Application Server Administrator (Basic),Ejada (Cairo) ,"Cairo, Egypt ",Full Time | Experienced | 2 - 4 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | Computer Science | Information Technology (IT) | Computer Engineering | Troubleshooting | Application Server | Websphere | Web Security,https://wuzzuf.net/jobs/p/eqcdFY5MEr8C-Junior-IBM-WebSphere-Application-Server-Administrator-Basic-Ejada-Cairo-Cairo-Egypt?o=2469&l=sp&t=sj&a=search-v3|hpb
165,Operation Manager ( Japanese Speaker ),Keys Group Services ,"Maadi, Cairo, Egypt ",Full Time | Manager | 3 - 5 Yrs of Exp | Administration | Operations/Management | Arabic | operations manager | Real Estate | Microsoft Office | Operations | English,https://wuzzuf.net/jobs/p/VdMM3nGSBZKb-Operation-Manager-Japanese-Speaker-Keys-Group-Services-Cairo-Egypt?o=2470&l=sp&t=sj&a=search-v3|hpb
165,Sales Coordinator,Confidential ,"Heliopolis, Cairo, Egypt ",Full Time | Experienced | 3 - 7 Yrs of Exp | Administration | Sales/Retail | Communication | Sales | MS Office | Communication skills | Customer Service | Administration | Sales Skills | MS,https://wuzzuf.net/jobs/p/bctBM3CnWK8a-Sales-Coordinator-Cairo-Egypt?o=2471&l=sp&t=sj&a=search-v3|hpb
165,Senior SEO Specialist,Cultark ,"New Cairo, Cairo, Egypt ",Full Time | Experienced | 3 - 5 Yrs of Exp | Marketing/PR/Advertising | Media/Journalism/Publishing | Digital | Digital Marketing | E-Marketing | Google Analytics | SEO | Marketing | Social Media,https://wuzzuf.net/jobs/p/seCsHtyPuXU7-Senior-SEO-Specialist-Cultark-Cairo-Egypt?o=2472&l=sp&t=sj&a=search-v3|hpb
165,Sales Supervisor (FMCG Food & Beverage),Keys Group Services ,"Abu Rawash, Giza, Egypt ",Full Time | Manager | 3 - 7 Yrs of Exp | Sales/Retail | FMCG | Sales | Sales Target | sales skills | Experience,https://wuzzuf.net/jobs/p/U6S9d12GGM9c-Sales-Supervisor-FMCG-Food-Beverage-Keys-Group-Services-Giza-Egypt?o=2473&l=sp&t=sj&a=search-v3|hpb
165,Sales Executive,Access Capital Consulting Services ,"Nasr City, Cairo, Egypt ",Full Time | Experienced | 1+ Yrs of Exp | females_only | Customer Service/Support | Sales/Retail | English | Negotiation | selling skills | Customer Service | Sales | sales skills | Sales Target | Selling,https://wuzzuf.net/jobs/p/JHAG0GdwbAqY-Sales-Executive-Access-Capital-Consulting-Services-Cairo-Egypt?o=2474&l=sp&t=sj&a=search-v3|hpb
165,Sales Account Manager - Cairo,Confidential ,"Nasr City, Cairo, Egypt ",Full Time | Experienced | 3 - 5 Yrs of Exp | Customer Service/Support | Sales/Retail | Digital Advertising | Sales | Sales Target | English | Microsoft Office | Communication skills | Customer Service | MS Office,https://wuzzuf.net/jobs/p/XpEWwLcLqKdz-Sales-Account-Manager---Cairo-Cairo-Egypt?o=2475&l=sp&t=sj&a=search-v3|hpb
166,Modern Trade Manager (FMCG Food & Beverage),Keys Group Services ,"Abu Rawash, Giza, Egypt ",Full Time | Manager | 5 - 10 Yrs of Exp | Operations/Management | Sales/Retail | FMCG | Modern Trade | FMCG Sales | Sales Target | Sales | MS Office | English,https://wuzzuf.net/jobs/p/smI0jglWiLyE-Modern-Trade-Manager-FMCG-Food-Beverage-Keys-Group-Services-Giza-Egypt?o=2476&l=sp&t=sj&a=search-v3|hpb
166,Creative Content Creator & Copywriter,Servix ,"Nasr City, Cairo, Egypt ",Full Time | Experienced | 2 - 5 Yrs of Exp | Writing/Editorial | Marketing/PR/Advertising | Media/Journalism/Publishing | Flexible | Content | Creative | creative content | copywriter | content creator | Marketing,https://wuzzuf.net/jobs/p/LpZ50birEiH5-Creative-Content-Creator-Copywriter-Servix-Cairo-Egypt?o=2477&l=sp&t=sj&a=search-v3|hpb
166,Senior Document Controller,Green electromechanical projects ,"Sheraton, Cairo, Egypt ",Full Time | Experienced | 4 - 8 Yrs of Exp | Administration | Engineering - Construction/Civil/Architecture | Quality | Quality Control | Quality Assurance | Engineering | MS Office | DC,https://wuzzuf.net/jobs/p/sKEFg3gFrmIK-Senior-Document-Controller-Green-electromechanical-projects-Cairo-Egypt?o=2478&l=sp&t=sj&a=search-v3|hpb
166,Production Manager - New Damietta,Confidential ,"New Damietta, Damietta, Egypt ",Full Time | Manager | 10 - 15 Yrs of Exp | Operations/Management | Manufacturing/Production | Engineering - Mechanical/Electrical | Engineering | Management | Manufacturing | Mechanical Engineering | Steel | Communication | Production,https://wuzzuf.net/jobs/p/JfTIUZ3Ii55N-Production-Manager---New-Damietta-Damietta-Egypt?o=2479&l=sp&t=sj&a=search-v3|hpb
166,Store Manager,Confidential ,"Downtown, Cairo, Egypt ",Full Time | Manager | 3+ Yrs of Exp | Operations/Management | Sales/Retail | Retail | Store Management | Communication | English | Leadership | Sales | sales skills,https://wuzzuf.net/jobs/p/t8ycbGYxB3Fe-Store-Manager-Cairo-Egypt?o=2480&l=sp&t=sj&a=search-v3|hpb
166,Call Center Agent,Metlife ,"New Cairo, Cairo, Egypt ",Full Time | Entry Level | 1 - 3 Yrs of Exp | Customer Service/Support | Call Center | Customer Care | Customer Service | Customer Support | English | Communication | Customer,https://wuzzuf.net/jobs/p/xa63tXZ7SUQj-Call-Center-Agent-Metlife-Cairo-Egypt?o=2481&l=sp&t=sj&a=search-v3|hpb
166,Secretary/ Office Manager,Confidential ,"Garden City, Cairo, Egypt ",Full Time | Experienced | 3 - 5 Yrs of Exp | Administration | Administration | English | Microsoft Office | Secretary | Communication skills | MS Office | Office management,https://wuzzuf.net/jobs/p/Y0Bo2sfhnR3q-Secretary-Office-Manager-Cairo-Egypt?o=2482&l=sp&t=sj&a=search-v3|hpb
166,Senior Learning & Development Specialist,Confidential ,"10th of Ramadan City, Cairo, Egypt ",Full Time | Experienced | 3+ Yrs of Exp | Human Resources | Human Resources (HR) | English | Learning and Development | Business Administration | Arabic,https://wuzzuf.net/jobs/p/SNZKwZ8flIY3-Senior-Learning-Development-Specialist-Cairo-Egypt?o=2483&l=sp&t=sj&a=search-v3|hpb
166,Technical Office Engineer,Green Line For Glass Metal Architecture ,"Nasr City, Cairo, Egypt ",Full Time | Entry Level | 0 - 2 Yrs of Exp | Engineering - Construction/Civil/Architecture | Engineering | Skills | Microsoft Office | CAD | AutoCAD | Architecture,https://wuzzuf.net/jobs/p/rropqeiOhw3I-Technical-Office-Engineer-Green-Line-For-Glass-Metal-Architecture-Cairo-Egypt?o=2484&l=sp&t=sj&a=search-v3|hpb
166,QC Manager (Metallurgical Or Mechanical Engineering) -New Damietta,Confidential ,"New Damietta, Damietta, Egypt ",Full Time | Manager | 10+ Yrs of Exp | Operations/Management | Quality | Engineering - Mechanical/Electrical | QC Manager | Steel Industry | Quality Assurance | Quality Control | Communication | Management | QC,https://wuzzuf.net/jobs/p/SacsOz5RfKZr-QC-Manager-Metallurgical-Or-Mechanical-Engineering--New-Damietta-Damietta-Egypt?o=2485&l=sp&t=sj&a=search-v3|hpb
166,Accounting Manager - Alexandria,Confidential ,"Ameria, Alexandria, Egypt ",Full Time | Manager | 10 - 15 Yrs of Exp | Accounting/Finance | Operations/Management | English | Accounting | Financial Analysis | Financial Management | Microsoft Office | Reporting | Finance | Financial Reporting,https://wuzzuf.net/jobs/p/UwhkA4QMGTKd-Accounting-Manager---Alexandria-Alexandria-Egypt?o=2486&l=sp&t=sj&a=search-v3|hpb
166,Outdoor Sales Representative - Delta ( Alex- Damnhor - Beheira ),Medineeds ,"Alexandria, Egypt ",Full Time | Entry Level | 1 - 1 Yrs of Exp | Medical/Healthcare | Sales/Retail | Communication skills | sales skills,https://wuzzuf.net/jobs/p/ONvBLLw233PW-Outdoor-Sales-Representative---Delta-Alex--Damnhor---Beheira-Medineeds-Alexandria-Egypt?o=2487&l=sp&t=sj&a=search-v3|hpb
166,Pharmacist,Dr. Shrouk Noureldin Pharmacy ,"6th of October, Giza, Egypt ",Full Time | Entry Level | 1 - 5 Yrs of Exp | Pharmaceutical | Pharmacy | Pharmaceutical | Pharmacist | Medical | Sales Skills | Communication skills | Communication,https://wuzzuf.net/jobs/p/XnP6Xm7PYKJi-Pharmacist-Dr-Shrouk-Noureldin-Pharmacy-Giza-Egypt?o=2488&l=sp&t=sj&a=search-v3|hpb
166,Internal Control Section Head - Alexandria,Confidential ,"Ameria, Alexandria, Egypt ",Full Time | Manager | 8 - 12 Yrs of Exp | Accounting/Finance | Accounting | Control | Finance | Communication skills | Computer Skills | English | Microsoft Office | CCSA,https://wuzzuf.net/jobs/p/QM0ReP6AVz3U-Internal-Control-Section-Head---Alexandria-Alexandria-Egypt?o=2489&l=sp&t=sj&a=search-v3|hpb
166,Admin Assistant,Confidential ,"Nasr City, Cairo, Egypt ",Full Time | Experienced | 3 - 7 Yrs of Exp | males_only | Administration | Law | Legal | Administration | Admin Assistant | Secretary | Office Management,https://wuzzuf.net/jobs/p/lscGM42HEbDT-Admin-Assistant-Cairo-Egypt?o=2490&l=sp&t=sj&a=search-v3|hpb
167,Interior Design Engineer,Confidential ,"Cairo, Egypt ",Full Time | Experienced | 3 - 5 Yrs of Exp | Creative/Design/Art | 3d max | CAD | Engineering | Design | Applied Arts | Interior Design | 3D,https://wuzzuf.net/jobs/p/28w6H2ROud2K-Interior-Design-Engineer-Cairo-Egypt?o=2491&l=sp&t=sj&a=search-v3|hpb
167,Junior Software Engineer - FrontEnd,intella ,"Dokki, Giza, Egypt ",Full Time | Entry Level | 1 - 3 Yrs of Exp | IT/Software Development | Quality | Engineering - Telecom/Technology | backend | Computer Science | engineer | Software | Software Development | Software Engineering | Software engineer,https://wuzzuf.net/jobs/p/OVobHb5bIb8z-Junior-Software-Engineer---FrontEnd-intella-Giza-Egypt?o=2492&l=sp&t=sj&a=search-v3|hpb
